,urls
964,https://www.wildberries.ru/catalog/19675232/detail.aspx
965,https://www.wildberries.ru/catalog/42679041/detail.aspx
966,https://www.wildberries.ru/catalog/77253271/detail.aspx
967,https://www.wildberries.ru/catalog/25951879/detail.aspx
968,https://www.wildberries.ru/catalog/36567435/detail.aspx
969,https://www.wildberries.ru/catalog/126002649/detail.aspx
970,https://www.wildberries.ru/catalog/38080585/detail.aspx
971,https://www.wildberries.ru/catalog/44114756/detail.aspx
972,https://www.wildberries.ru/catalog/12434646/detail.aspx
973,https://www.wildberries.ru/catalog/14705048/detail.aspx
974,https://www.wildberries.ru/catalog/83947677/detail.aspx
975,https://www.wildberries.ru/catalog/8013837/detail.aspx
976,https://www.wildberries.ru/catalog/16980264/detail.aspx
977,https://www.wildberries.ru/catalog/7946445/detail.aspx
978,https://www.wildberries.ru/catalog/130394718/detail.aspx
979,https://www.wildberries.ru/catalog/10422402/detail.aspx
980,https://www.wildberries.ru/catalog/25407487/detail.aspx
981,https://www.wildberries.ru/catalog/5422895/detail.aspx
982,https://www.wildberries.ru/catalog/32962653/detail.aspx
983,https://www.wildberries.ru/catalog/123372398/detail.aspx
984,https://www.wildberries.ru/catalog/42844768/detail.aspx
985,https://www.wildberries.ru/catalog/21600429/detail.aspx
986,https://www.wildberries.ru/catalog/58012769/detail.aspx
987,https://www.wildberries.ru/catalog/72137098/detail.aspx
988,https://www.wildberries.ru/catalog/106806785/detail.aspx
989,https://www.wildberries.ru/catalog/54362811/detail.aspx
990,https://www.wildberries.ru/catalog/66063103/detail.aspx
991,https://www.wildberries.ru/catalog/93983246/detail.aspx
992,https://www.wildberries.ru/catalog/47745453/detail.aspx
993,https://www.wildberries.ru/catalog/73076514/detail.aspx
994,https://www.wildberries.ru/catalog/137541781/detail.aspx
995,https://www.wildberries.ru/catalog/22268556/detail.aspx
996,https://www.wildberries.ru/catalog/76751817/detail.aspx
997,https://www.wildberries.ru/catalog/39437750/detail.aspx
998,https://www.wildberries.ru/catalog/83391198/detail.aspx
999,https://www.wildberries.ru/catalog/37155695/detail.aspx
